PID,dateCaptured,field_contact_info,field_digital_origin,field_digital_reproduction_info,field_extent,field_form,"field_form, field_form_URI",field_form_URI,field_genre,field_identifier,field_institution_web_site,field_language_of_cataloging,field_linked_agent,field_note,field_oclc_symbol,field_physical_description_note,field_physical_location,"field_physical_location, field_institution_website",field_place_of_origin,field_preferred_citation,field_record_change_date,field_record_content_source,field_record_creation_date,field_record_origin,field_relation,field_repository_collection_guide,field_rights_information,field_rights_statement,field_shelf_location,field_subject_geographic,field_subject_topic,field_sublocation,nan
lsu-ag-sugarbulletin:25697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25702,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25723,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-01-31|2013-01-31,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25740,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-01-31|2013-01-31,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25757,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25770,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25803,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,Louisiana State University: LSU                Libraries,,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25820,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25830,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25843,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25860,,E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lielem.lsu.edu/special/services/duplication.html,,,,,,,,,http://lielem.lsu.edu,,,,LUU,,"Louisiana State University: LSU
                Libraries",,,,2018-02-23,,2013-02-01|2013-02-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/lsu-ag-sugarbulletin%3Acollection,,This item is in the public domain.,,SB215 .S89,,Sugar trade|United States|Periodicals|Sugarcane industry|United States|Periodicals|Sugar growing|Periodicals,,
lsu-ag-sugarbulletin:25861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu-ag-sugarbulletin:25875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
